Loading channels: ...working... done
numpy                         1.22.0  py39h6331f09_1  conda-forge         
numpy                         1.22.1 py310hcae7c84_0  conda-forge         
numpy                         1.22.1  py38hcf66579_0  conda-forge         
numpy                         1.22.1  py39h6331f09_0  conda-forge         
numpy                         1.22.2 py310hcae7c84_0  conda-forge         
numpy                         1.22.2  py38hcf66579_0  conda-forge         
numpy                         1.22.2  py39h6331f09_0  conda-forge         
numpy                         1.22.3 py310h6d2d95c_0  pkgs/main           
numpy                         1.22.3 py310h85e1a82_2  pkgs/main           
numpy                         1.22.3 py310hcae7c84_0  conda-forge         
numpy                         1.22.3 py310hcae7c84_1  conda-forge         
numpy                         1.22.3 py310hcae7c84_2  conda-forge         
numpy                         1.22.3 py310hed7ac4c_2  conda-forge         
numpy                         1.22.3 py311h54701ec_1  pkgs/main           
numpy                         1.22.3  py38h1d2777f_2  conda-forge         
numpy                         1.22.3  py38h5ed9b9d_2  conda-forge         
numpy                         1.22.3  py38h68e5c27_2  conda-forge         
numpy                         1.22.3  py38h6917f2d_2  pkgs/main           
numpy                         1.22.3  py38h7a0a035_0  pkgs/main           
numpy                         1.22.3  py38ha18fdb1_2  conda-forge         
numpy                         1.22.3  py38hcf66579_0  conda-forge         
numpy                         1.22.3  py38hcf66579_1  conda-forge         
numpy                         1.22.3  py39h0948cea_2  conda-forge         
numpy                         1.22.3  py39h503c56f_2  conda-forge         
numpy                         1.22.3  py39h6331f09_0  conda-forge         
numpy                         1.22.3  py39h6331f09_1  conda-forge         
numpy                         1.22.3  py39h6331f09_2  conda-forge         
numpy                         1.22.3  py39h6917f2d_2  pkgs/main           
numpy                         1.22.3  py39h6ab4032_2  conda-forge         
numpy                         1.22.3  py39h7a0a035_0  pkgs/main           
numpy                         1.22.4 py310hed7ac4c_0  conda-forge         
numpy                         1.22.4  py38h1d2777f_0  conda-forge         
numpy                         1.22.4  py38ha18fdb1_0  conda-forge         
numpy                         1.22.4  py39h0948cea_0  conda-forge         
numpy                         1.22.4  py39h503c56f_0  conda-forge         
numpy                         1.23.0 py310h8a5b91a_0  conda-forge         
numpy                         1.23.0  py38h223ccf5_0  conda-forge         
numpy                         1.23.0  py38h90b9329_0  conda-forge         
numpy                         1.23.0  py39h1a62c8c_0  conda-forge         
numpy                         1.23.0  py39hc836922_0  conda-forge         
numpy                         1.23.1 py310h6d2d95c_0  pkgs/main           
numpy                         1.23.1 py310h8a5b91a_0  conda-forge         
numpy                         1.23.1  py38h223ccf5_0  conda-forge         
numpy                         1.23.1  py38h7a0a035_0  pkgs/main           
numpy                         1.23.1  py38h90b9329_0  conda-forge         
numpy                         1.23.1  py39h1a62c8c_0  conda-forge         
numpy                         1.23.1  py39h7a0a035_0  pkgs/main           
numpy                         1.23.1  py39hc836922_0  conda-forge         
numpy                         1.23.2 py310h8a5b91a_0  conda-forge         
numpy                         1.23.2  py38h223ccf5_0  conda-forge         
numpy                         1.23.2  py38h90b9329_0  conda-forge         
numpy                         1.23.2  py39h1a62c8c_0  conda-forge         
numpy                         1.23.2  py39hc836922_0  conda-forge         
numpy                         1.23.3 py310h4a8f9c9_0  conda-forge         
numpy                         1.23.3 py310h60c9a35_0  pkgs/main           
numpy                         1.23.3 py310h60c9a35_1  pkgs/main           
numpy                         1.23.3  py38h3b20f71_0  pkgs/main           
numpy                         1.23.3  py38h3b20f71_1  pkgs/main           
numpy                         1.23.3  py38h8503d5b_0  conda-forge         
numpy                         1.23.3  py38h92467c3_0  conda-forge         
numpy                         1.23.3  py39h3b20f71_0  pkgs/main           
numpy                         1.23.3  py39h3b20f71_1  pkgs/main           
numpy                         1.23.3  py39h9061af7_0  conda-forge         
numpy                         1.23.3  py39hfbe8358_0  conda-forge         
numpy                         1.23.4 py310h4a8f9c9_0  conda-forge         
numpy                         1.23.4 py310h4a8f9c9_1  conda-forge         
numpy                         1.23.4 py310h60c9a35_0  pkgs/main           
numpy                         1.23.4 py311h95d790f_1  conda-forge         
numpy                         1.23.4  py38h3a4eeed_0  conda-forge         
numpy                         1.23.4  py38h3a4eeed_1  conda-forge         
numpy                         1.23.4  py38h3b20f71_0  pkgs/main           
numpy                         1.23.4  py38h90ce339_0  conda-forge         
numpy                         1.23.4  py38h90ce339_1  conda-forge         
numpy                         1.23.4  py39h3b20f71_0  pkgs/main           
numpy                         1.23.4  py39hbccbffa_0  conda-forge         
numpy                         1.23.4  py39hbccbffa_1  conda-forge         
numpy                         1.23.4  py39hceebc26_0  conda-forge         
numpy                         1.23.4  py39hceebc26_1  conda-forge         
numpy                         1.23.5 py310h4a8f9c9_0  conda-forge         
numpy                         1.23.5 py310h60c9a35_0  pkgs/main           
numpy                         1.23.5 py310h85e1a82_1  pkgs/main           
numpy                         1.23.5 py311h54701ec_0  pkgs/main           
numpy                         1.23.5 py311h8631471_1  pkgs/main           
numpy                         1.23.5 py311h95d790f_0  conda-forge         
numpy                         1.23.5  py38h3a4eeed_0  conda-forge         
numpy                         1.23.5  py38h3b20f71_0  pkgs/main           
numpy                         1.23.5  py38h6917f2d_1  pkgs/main           
numpy                         1.23.5  py38h90ce339_0  conda-forge         
numpy                         1.23.5  py39h3b20f71_0  pkgs/main           
numpy                         1.23.5  py39h6917f2d_1  pkgs/main           
numpy                         1.23.5  py39hbccbffa_0  conda-forge         
numpy                         1.23.5  py39hceebc26_0  conda-forge         
numpy                         1.24.0 py310h4a8f9c9_0  conda-forge         
numpy                         1.24.0 py311h95d790f_0  conda-forge         
numpy                         1.24.0  py38h3a4eeed_0  conda-forge         
numpy                         1.24.0  py38h90ce339_0  conda-forge         
numpy                         1.24.0  py39hbccbffa_0  conda-forge         
numpy                         1.24.0  py39hceebc26_0  conda-forge         
numpy                         1.24.1 py310h4a8f9c9_0  conda-forge         
numpy                         1.24.1 py310hd02465a_0  conda-forge         
numpy                         1.24.1 py311h0b4df5a_0  conda-forge         
numpy                         1.24.1 py311h95d790f_0  conda-forge         
numpy                         1.24.1  py38h3a4eeed_0  conda-forge         
numpy                         1.24.1  py38h7dbe419_0  conda-forge         
numpy                         1.24.1  py38h7ec9225_0  conda-forge         
numpy                         1.24.1  py38h90ce339_0  conda-forge         
numpy                         1.24.1  py39h16ffa76_0  conda-forge         
numpy                         1.24.1  py39h2cdff00_0  conda-forge         
numpy                         1.24.1  py39hbccbffa_0  conda-forge         
numpy                         1.24.1  py39hceebc26_0  conda-forge         
numpy                         1.24.2 py310hd02465a_0  conda-forge         
numpy                         1.24.2 py311h0b4df5a_0  conda-forge         
numpy                         1.24.2  py38h7dbe419_0  conda-forge         
numpy                         1.24.2  py38h7ec9225_0  conda-forge         
numpy                         1.24.2  py39h16ffa76_0  conda-forge         
numpy                         1.24.2  py39h2cdff00_0  conda-forge         
numpy                         1.24.3 py310h055cbcc_1  pkgs/main           
numpy                         1.24.3 py310hd02465a_0  conda-forge         
numpy                         1.24.3 py310hdc03b94_0  pkgs/main           
numpy                         1.24.3 py311h0b4df5a_0  conda-forge         
numpy                         1.24.3 py311ha6a8073_0  pkgs/main           
numpy                         1.24.3 py311hdab7c0b_1  pkgs/main           
numpy                         1.24.3  py38h1d91fd2_0  conda-forge         
numpy                         1.24.3  py38h6475357_0  conda-forge         
numpy                         1.24.3  py38h79a8e48_1  pkgs/main           
numpy                         1.24.3  py38hf95b240_0  pkgs/main           
numpy                         1.24.3  py39h79a8e48_1  pkgs/main           
numpy                         1.24.3  py39h816b6a6_0  conda-forge         
numpy                         1.24.3  py39h821adfb_0  conda-forge         
numpy                         1.24.3  py39hf95b240_0  pkgs/main           
numpy                         1.24.4 py310hd02465a_0  conda-forge         
numpy                         1.24.4 py311h0b4df5a_0  conda-forge         
numpy                         1.24.4  py38h1d91fd2_0  conda-forge         
numpy                         1.24.4  py38h6475357_0  conda-forge         
numpy                         1.24.4  py39h816b6a6_0  conda-forge         
numpy                         1.24.4  py39h821adfb_0  conda-forge         
numpy                         1.25.0 py310h055cbcc_0  pkgs/main           
numpy                         1.25.0 py310hd02465a_0  conda-forge         
numpy                         1.25.0 py311h0b4df5a_0  conda-forge         
numpy                         1.25.0 py311hdab7c0b_0  pkgs/main           
numpy                         1.25.0  py39h055cbcc_0  pkgs/main           
numpy                         1.25.0  py39h816b6a6_0  conda-forge         
numpy                         1.25.0  py39h821adfb_0  conda-forge         
numpy                         1.25.1 py310hd02465a_0  conda-forge         
numpy                         1.25.1 py311h0b4df5a_0  conda-forge         
numpy                         1.25.1  py39h816b6a6_0  conda-forge         
numpy                         1.25.1  py39h821adfb_0  conda-forge         
numpy                         1.25.2 py310h055cbcc_0  pkgs/main           
numpy                         1.25.2 py310hd02465a_0  conda-forge         
numpy                         1.25.2 py311h0b4df5a_0  conda-forge         
numpy                         1.25.2 py311hdab7c0b_0  pkgs/main           
numpy                         1.25.2  py39h055cbcc_0  pkgs/main           
numpy                         1.25.2  py39h816b6a6_0  conda-forge         
numpy                         1.25.2  py39h821adfb_0  conda-forge         
numpy                         1.26.0 py310h055cbcc_0  pkgs/main           
numpy                         1.26.0 py310hd02465a_0  conda-forge         
numpy                         1.26.0 py310hf667824_0  conda-forge         
numpy                         1.26.0 py311h0b4df5a_0  conda-forge         
numpy                         1.26.0 py311hdab7c0b_0  pkgs/main           
numpy                         1.26.0 py312h8753938_0  conda-forge         
numpy                         1.26.0 py312hfd52020_0  pkgs/main           
numpy                         1.26.0  py39h055cbcc_0  pkgs/main           
numpy                         1.26.0  py39h816b6a6_0  conda-forge         
numpy                         1.26.0  py39hddb5d58_0  conda-forge         
numpy                         1.26.2 py310h055cbcc_0  pkgs/main           
numpy                         1.26.2 py310hf667824_0  conda-forge         
numpy                         1.26.2 py311h0b4df5a_0  conda-forge         
numpy                         1.26.2 py311hdab7c0b_0  pkgs/main           
numpy                         1.26.2 py312h8753938_0  conda-forge         
numpy                         1.26.2 py312hfd52020_0  pkgs/main           
numpy                         1.26.2  py39h055cbcc_0  pkgs/main           
numpy                         1.26.2  py39hddb5d58_0  conda-forge         
numpy                         1.26.3 py310h055cbcc_0  pkgs/main           
numpy                         1.26.3 py310hf667824_0  conda-forge         
numpy                         1.26.3 py311h0b4df5a_0  conda-forge         
numpy                         1.26.3 py311hdab7c0b_0  pkgs/main           
numpy                         1.26.3 py312h8753938_0  conda-forge         
numpy                         1.26.3 py312hfd52020_0  pkgs/main           
numpy                         1.26.3  py39h055cbcc_0  pkgs/main           
numpy                         1.26.3  py39hd5b4b07_0  conda-forge         
numpy                         1.26.3  py39hddb5d58_0  conda-forge         
numpy                         1.26.4 py310h055cbcc_0  pkgs/main           
numpy                         1.26.4 py310hf667824_0  conda-forge         
numpy                         1.26.4 py311h0b4df5a_0  conda-forge         
numpy                         1.26.4 py311hdab7c0b_0  pkgs/main           
numpy                         1.26.4 py312h8753938_0  conda-forge         
numpy                         1.26.4 py312hfd52020_0  pkgs/main           
numpy                         1.26.4  py39h055cbcc_0  pkgs/main           
numpy                         1.26.4  py39hd5b4b07_0  conda-forge         
numpy                         1.26.4  py39hddb5d58_0  conda-forge         
numpy                       2.0.0rc1 py310h1ec8c79_0  conda-forge         
numpy                       2.0.0rc1 py311h35ffc71_0  conda-forge         
numpy                       2.0.0rc1 py312h49bc9c5_0  conda-forge         
numpy                       2.0.0rc1  py39h60232e0_0  conda-forge         
numpy                       2.0.0rc1  py39hf829ffb_0  conda-forge         
numpy                       2.0.0rc2 py310h1ec8c79_0  conda-forge         
numpy                       2.0.0rc2 py311h35ffc71_0  conda-forge         
numpy                       2.0.0rc2 py312h49bc9c5_0  conda-forge         
numpy                       2.0.0rc2  py39h60232e0_0  conda-forge         
numpy                       2.0.0rc2  py39hf829ffb_0  conda-forge         
numpy                          2.0.0 py310h055cbcc_1  pkgs/main           
numpy                          2.0.0 py310h1ec8c79_0  conda-forge         
numpy                          2.0.0 py311h35ffc71_0  conda-forge         
numpy                          2.0.0 py311hdab7c0b_1  pkgs/main           
numpy                          2.0.0 py312h49bc9c5_0  conda-forge         
numpy                          2.0.0 py312hfd52020_1  pkgs/main           
numpy                          2.0.0  py39h055cbcc_1  pkgs/main           
numpy                          2.0.0  py39h60232e0_0  conda-forge         
numpy                          2.0.1 py310h055cbcc_1  pkgs/main           
numpy                          2.0.1 py310h1ec8c79_0  conda-forge         
numpy                          2.0.1 py311h35ffc71_0  conda-forge         
numpy                          2.0.1 py311hdab7c0b_1  pkgs/main           
numpy                          2.0.1 py312h49bc9c5_0  conda-forge         
numpy                          2.0.1 py312hfd52020_1  pkgs/main           
numpy                          2.0.1  py39h055cbcc_1  pkgs/main           
numpy                          2.0.1  py39h60232e0_0  conda-forge         
numpy                          2.0.2 py310h1ec8c79_0  conda-forge         
numpy                          2.0.2 py311h35ffc71_0  conda-forge         
numpy                          2.0.2 py312h49bc9c5_0  conda-forge         
numpy                          2.0.2  py39h60232e0_0  conda-forge         
numpy                       2.1.0rc1 py310h1ec8c79_0  conda-forge         
numpy                       2.1.0rc1 py311h35ffc71_0  conda-forge         
numpy                       2.1.0rc1 py312h49bc9c5_0  conda-forge         
numpy                          2.1.0 py310h1ec8c79_0  conda-forge         
numpy                          2.1.0 py310h1ec8c79_1  conda-forge         
numpy                          2.1.0 py311h35ffc71_0  conda-forge         
numpy                          2.1.0 py311h35ffc71_1  conda-forge         
numpy                          2.1.0 py312h49bc9c5_0  conda-forge         
numpy                          2.1.0 py312h49bc9c5_1  conda-forge         
numpy                          2.1.0 py313hee8cc43_1  conda-forge         
numpy                          2.1.1 py310h055cbcc_0  pkgs/main           
numpy                          2.1.1 py310h1ec8c79_0  conda-forge         
numpy                          2.1.1 py311h35ffc71_0  conda-forge         
numpy                          2.1.1 py311hdab7c0b_0  pkgs/main           
numpy                          2.1.1 py312h49bc9c5_0  conda-forge         
numpy                          2.1.1 py312hfd52020_0  pkgs/main           
numpy                          2.1.1 py313hee8cc43_0  conda-forge         
numpy                          2.1.2 py310h1ec8c79_0  conda-forge         
numpy                          2.1.2 py310hb9d903e_0  conda-forge         
numpy                          2.1.2 py311h35ffc71_0  conda-forge         
numpy                          2.1.2 py311hc213d13_0  conda-forge         
numpy                          2.1.2 py312h49bc9c5_0  conda-forge         
numpy                          2.1.2 py312hf10105a_0  conda-forge         
numpy                          2.1.2 py313hd65a2fa_0  conda-forge         
numpy                          2.1.2 py313hdc50cc2_0  conda-forge         
numpy                          2.1.2 py313hee8cc43_0  conda-forge         
numpy                          2.1.3 py310h055cbcc_0  pkgs/main           
numpy                          2.1.3 py310h1ec8c79_0  conda-forge         
numpy                          2.1.3 py311h35ffc71_0  conda-forge         
numpy                          2.1.3 py311hdab7c0b_0  pkgs/main           
numpy                          2.1.3 py312h49bc9c5_0  conda-forge         
numpy                          2.1.3 py312hfd52020_0  pkgs/main           
numpy                          2.1.3 py313h18c9e3f_0  conda-forge         
numpy                          2.1.3 py313he6dc315_0  pkgs/main           
numpy                          2.1.3 py313hee8cc43_0  conda-forge         
